순번,허가일자,상호,설비용량_kW,설치장소,원동력종류,상태
1694,2014-04-07,금강산쏠라15호,99,강원특별자치도 고성군 간성읍 탑동리 산 116번지 1호,태양광,사업개시
1697,2014-04-07,구성쏠라5호,99,강원특별자치도 고성군 죽왕면 구성리 산 55번지 1호,태양광,사업개시
1698,2014-04-07,구성쏠라4호,99,강원특별자치도 고성군 죽왕면 구성리 산 55번지 1호,태양광,사업개시
1699,2014-04-07,구성쏠라3호,99,강원특별자치도 고성군 죽왕면 구성리 산 55번지 1호,태양광,사업개시
1700,2014-04-07,구성쏠라2호,99,강원특별자치도 고성군 죽왕면 구성리 산 55번지 1호,태양광,사업개시
1701,2014-04-07,구성쏠라1호,99,강원특별자치도 고성군 죽왕면 구성리 산 55번지 1호,태양광,사업개시
1703,2014-04-03,삼포태양광발전소,96,강원특별자치도 홍천군 화촌면 외삼포리 1347번지,태양광,사업개시
1705,2014-04-03,(주)도원이앤디,432,강원특별자치도 양양군 양양읍 포월새말길 23-54,태양광,사업개시
1706,2014-04-03,시골집,81,강원특별자치도 화천군 사내면 가화로 532-14,태양광,사업개시
1707,2014-04-03,근모 태양광발전소,18,강원특별자치도 춘천시 우두중리길40번길 4 (우두동),태양광,사업개시
1708,2014-04-03,장군 태양광발전소,295.53,강원특별자치도 횡성군 서원면 경강로 322,태양광,사업개시
1709,2014-04-03,희망태양광발전소,19.2,강원특별자치도 홍천군 홍천읍 신장대로 21-1,태양광,사업개시
1711,2014-04-03,솔로몬 태양광발전소,99,강원특별자치도 인제군 서화면 천도리 산 141번지 12호,태양광,사업개시
1713,2014-04-03,돌바우2 태양광발전소,82.08,강원특별자치도 인제군 북면 미시령로 985,태양광,사업개시
1714,2014-04-03,돌바우1 태양광발전소,97.2,강원특별자치도 인제군 북면 미시령로 985,태양광,사업개시
1715,2014-04-03,안대-A 태양광발전,81,강원특별자치도 양구군 양구읍 안대리 210번지 13호,태양광,사업개시
1716,2014-04-03,정림리제2호 태양광발전소,99,강원특별자치도 양구군 양구읍 너분동길 45,태양광,사업개시
1718,2014-04-03,봉화산제5호 태양광발전,99,강원특별자치도 양구군 남면 구암리 79번지 27호,태양광,사업개시
1719,2014-04-03,봉화산제4호 태양광발전,99,강원특별자치도 양구군 남면 구암리 79번지 28호,태양광,사업개시
1720,2014-04-03,봉화산제3호태양광발전,99,강원특별자치도 양구군 남면 구암리 79번지 29호,태양광,사업개시
1721,2014-04-03,벧엘제7호태양광발전,99,강원특별자치도 양구군 양구읍 안대리 221번지 1호,태양광,사업개시
1722,2014-04-03,벧엘제6호태양광발전,99,강원특별자치도 양구군 양구읍 안대리 220번지 4호,태양광,사업개시
1723,2014-04-03,벧엘제5호태양광발전,99,강원특별자치도 양구군 양구읍 안대리 220번지 4호,태양광,사업개시
1724,2014-04-03,벧엘제4호태양광발전,94.5,강원특별자치도 양구군 양구읍 박수근로213번길 62-11,태양광,사업개시
1727,2014-04-03,교동태양광발전소,18,강원특별자치도 춘천시 교운가길 10 (교동),태양광,사업개시
1730,2014-03-21,혜성 태양광발전소,19.2,강원특별자치도 횡성군 우천면 대미원로123번길 34,태양광,사업개시
1732,2014-03-21,녹전태양광발전소,500,강원특별자치도 영월군 중동면 응고개길 82-19,태양광,사업개시
1733,2014-03-17,황지태양광발전소,18,강원특별자치도 태백시 먹거리길 25 (황지동),태양광,사업개시
1734,2014-03-17,햇사래태양광발전소,15.3,강원특별자치도 춘천시 충혼길18번길 3 (온의동),태양광,사업개시
1735,2014-03-17,장학2호기 태양광발전소,71.3,강원특별자치도 춘천시 동면 하일길 119,태양광,사업개시
1736,2014-03-17,황제 태양광발전소,72,강원특별자치도 춘천시 서면 월송길 485-24,태양광,사업개시
1737,2014-03-10,(주)정옥햇빛,2500,강원특별자치도 정선군 임계면 반천리 산 153번지,태양광,사업개시
1739,2014-03-05,(주)그린사이언스파워(바이오매스 플라즈마 가스화발전),3000,강원특별자치도 태백시 철암동 374번지 4호 374-7,바이오가스,사업개시
1740,2014-03-05,에스인베스트먼트(주) (강원그린에너지 태양광발전소 3호),427.2,강원특별자치도 원주시 가현동 산 57번지 2호 569-3,태양광,사업개시
1741,2014-02-20,에스인베스트먼트(주) (강원그린에너지 태양광발전소 2호),259.2,"강원특별자치도 원주시 우산동 540번지 12호 , 외 3필지",태양광,사업개시
1742,2014-02-20,에스인베스트먼트(주) (강원그린에너지 태양광발전소 1호),480,"강원특별자치도 원주시 가현동 155번지 , 외 14필지",태양광,사업개시
1743,2014-02-19,코리아써너지2호 태양광발전소,10,강원특별자치도 고성군 토성면 원암리 5번지 16호,태양광,사업개시
1744,2014-02-19,에코스태양광발전소2호,20,강원특별자치도 홍천군 동면 노천길 95,태양광,사업개시
1745,2014-02-19,해빛 태양광발전소,20,강원특별자치도 홍천군 동면 노천리 1764번지,태양광,사업개시
1746,2014-02-19,무궁화영농조합법인,34.76,강원특별자치도 홍천군 서면 밤벌길19번길 57,태양광,사업개시
1747,2014-02-19,백우태양광발전소,30.25,강원특별자치도 홍천군 내촌면 아홉사리로 1053,태양광,사업개시
1748,2014-02-11,JM에너지 태양광발전소,99,강원특별자치도 양양군 강현면 안골로 384,태양광,사업개시
1749,2014-02-17,대학 태양광발전소,9,강원특별자치도 원주시 흥업면 흥업텃둔길 12-2,태양광,사업개시
1750,2014-02-04,봉평태양광발전소,99,강원특별자치도 고성군 거진읍 건봉사로 1594,태양광,사업개시
1751,2014-02-04,해강태양광발전소,99,강원특별자치도 고성군 거진읍 건봉사로 1416-20,태양광,사업개시
1753,2014-01-23,주강 태양광발전소,300,강원특별자치도 고성군 현내면 산학리 산 57번지 1호,태양광,사업개시
1754,2014-01-09,썬 태양광발전소,96.9,강원특별자치도 철원군 동송읍 상노리 633번지 5호,태양광,사업개시
1755,2014-01-09,써니데이 태양광발전소,96.9,강원특별자치도 철원군 동송읍 상노로 189-30,태양광,사업개시
1756,2014-01-09,새로이1호 태양광발전소,99.32,강원특별자치도 철원군 철원읍 율이리 256번지 13호,태양광,사업개시
1759,2013-12-23,미래 태양광발전소,80,"강원특별자치도 삼척시 도계읍 전두리 6번지 1호 , 6-6번지",태양광,사업개시
1760,2013-12-23,문남식 태양광발전소,10,강원특별자치도 영월군 영월읍 관풍헌길 112-5,태양광,사업개시
1761,2013-12-23,구학 태양광발전소,99.84,"강원특별자치도 원주시 신림면 구학리 243번지 , 246-4번지",태양광,사업개시
1762,2013-12-23,금성 태양광발전소,97.47,강원특별자치도 양양군 현남면 인구리 169번지 1호,태양광,사업개시
1763,2013-12-13,(주)더원솔라에너지,50.35,강원특별자치도 횡성군 둔내면 현천리 산 134번지 6호,태양광,사업개시
1764,2013-12-13,(주)씨엠디코리아 쏠라,98,강원특별자치도 고성군 죽왕면 오봉리 산 115번지,태양광,사업개시
1765,2013-12-04,(주)자미랑 (여은 태양광발전소),400,"강원특별자치도 횡성군 공근면 금계동로 116 (, 231-5)",태양광,사업개시
1766,2013-12-04,(주)정선솔라팜,2000.1,"강원특별자치도 정선군 여량면 봉정로 432-46 (, 126)",태양광,사업개시
1768,2013-12-04,낙원 태양광발전소,99.32,"강원특별자치도 철원군 갈말읍 신철원리 1507번지 , 1508",태양광,사업개시
1769,2013-12-04,동해평릉 태양광발전소,90,강원특별자치도 동해시 평릉동 452번지,태양광,사업개시
1770,2013-12-04,(주)지온,392.73,"강원특별자치도 홍천군 홍천읍 연봉리 332번지 , 333-1, 333-2, 333-4",태양광,사업개시
1771,2013-12-02,태란 태양광,10,강원특별자치도 고성군 거진읍 자산길 63,태양광,사업개시
1772,2013-12-02,함동조(금강에너지2호),41,강원특별자치도 고성군 간성읍 동호길 31 (외 3필지),태양광,사업개시
1773,2013-11-28,별장 태양광발전소,98.8,강원특별자치도 삼척시 도계읍 점리 155번지 1호,태양광,공사진행
1774,2013-11-28,장수발전소,98.8,강원특별자치도 삼척시 도계읍 점리 155번지 6호,태양광,사업개시
1775,2013-11-28,(사)한국DMZ평화생명동산,72,강원특별자치도 인제군 서화면 금강로 1630,태양광,사업개시
1776,2013-11-28,경범이와 효진 태양광발전소,81.6,강원특별자치도 고성군 죽왕면 송지호로 177,태양광,사업개시
1777,2013-11-27,정중앙쏠라 5호 태양광발전소,99.84,강원특별자치도 양구군 동면 팔랑리 808번지 14호,태양광,사업개시
1779,2013-11-20,이영재 태양광발전소,10,강원특별자치도 원주시 운곡로 107 (행구동),태양광,사업개시
1780,2013-11-13,에스파워 주식회사 (제1구장 태양광발전소),236,"강원특별자치도 태백시 연화산길 10 (문곡동,10-3, 10-9 고원1구장 주차장)",태양광,사업개시
1782,2013-11-13,에스파워 주식회사 (공주민박 주차장1호 태양광발전소),311.52,"경기도 성남시 분당구 판교역로241번길 20, 미래에셋벤처타워 3층(삼평동)",태양광,사업개시
1787,2013-10-28,햇빛나눔 희망발전소,10,강원특별자치도 동해시 감추3길 30 (천곡동),태양광,사업개시
1788,2013-10-28,주식회사 테라에너지제삼호 (산수1 태양광발전소),446.4,강원특별자치도 고성군 거진읍 송강리 산 12번지 18호,태양광,사업개시
1789,2013-10-28,주식회사 테라에너지제삼호 (산천1 태양광발전소),360,강원특별자치도 고성군 거진읍 송강리 산 12번지 17호,태양광,사업개시
1790,2013-10-28,창화 태양광발전소,19.2,강원특별자치도 춘천시 사우1길 51 (우두동),태양광,사업개시
1791,2013-10-27,태백 황지자유시장 제2주차장 태양광발전소,32.24,강원특별자치도 태백시 황지동 38번지 362호,태양광,사업개시
1792,2013-10-28,동산 태양광발전소,19.5,강원특별자치도 춘천시 동산면 종자리로 157-41,태양광,사업개시
1793,2013-11-05,영태양광발전소,23.4,강원특별자치도 인제군 서화면 천도로 130,태양광,사업개시
1802,2013-10-13,주식회사 테라에너지제삼호 (산천3 태양광발전소),643.2,강원특별자치도 고성군 거진읍 송강리 12번지 15호,태양광,사업개시
1803,2013-10-13,주식회사 테라에너지제삼호 (산수3 태양광발전소),566.4,강원특별자치도 고성군 거진읍 송강리 산 12번지 16호,태양광,사업개시
1806,2013-10-13,한이 태양광발전소,74.88,강원특별자치도 원주시 소초면 살여울길 35,태양광,사업개시
1807,2013-10-13,우주 태양광발전소,19,강원특별자치도 춘천시 삭주로205번길 2 (후평동),태양광,사업개시
1809,2013-10-07,일오삼사 태양광발전소 2호,99.75,강원특별자치도 홍천군 홍천읍 설악로 2426,태양광,사업개시
1813,2013-10-07,기브온쏠라 5호,99.84,강원특별자치도 양구군 양구읍 군량리 1021번지 1호,태양광,사업개시
1816,2013-10-07,종순쏠라 1호,99.84,강원특별자치도 양구군 양구읍 안대리 92번지 4호,태양광,사업개시
1817,2013-10-01,아남전력 태양광발전소,99.84,강원특별자치도 횡성군 둔내면 강변로 939,태양광,사업개시
1818,2013-10-01,(주)탑솔라 태양광발전소,705.96,강원특별자치도 횡성군 공근면 아이티밸리길 12,태양광,사업개시
1819,2013-10-01,장학1호기 태양광발전소,72,강원특별자치도 춘천시 동면 하일길 119,태양광,사업개시
1824,2013-10-01,금강산쏠라 8호,99.84,강원특별자치도 고성군 거진읍 석문리 453번지 5호,태양광,사업개시
1825,2013-10-01,금강산쏠라 7호,99.84,강원특별자치도 고성군 거진읍 석문리 453번지 6호,태양광,사업개시
1827,2013-10-01,금강산쏠라 5호,99.84,강원특별자치도 고성군 거진읍 석문리 453번지 1호,태양광,사업개시
1828,2013-10-01,금강산쏠라4호 태양광발전소,99.84,강원특별자치도 고성군 거진읍 석문리 453번지 2호,태양광,사업개시
1831,2013-10-01,금강산쏠라1호 태양광발전소,99.84,강원특별자치도 고성군 거진읍 석문리 453번지 7호,태양광,사업개시
1832,2013-10-01,의암태양광발전소(주),950,강원특별자치도 춘천시 송암동 466번지 11호,태양광,사업개시
1833,2013-10-01,송암태양광발전소(주),2050,강원특별자치도 춘천시 송암동 466번지 8호,태양광,사업개시
1834,2013-09-23,동산 태양광발전소,99,강원특별자치도 평창군 대화면 가평로 262-33,태양광,사업개시
1835,2013-09-23,은빛 태양광발전소,99,강원특별자치도 속초시 번영로 150 (동명동),태양광,사업개시
1836,2013-09-23,현진 태양광발전소,250,강원특별자치도 춘천시 동면 만천양지길 147,태양광,사업개시
1838,2013-09-11,한반도 태양광발전소,18,강원특별자치도 영월군 한반도면 서강로 724-7,태양광,사업개시
1839,2013-09-08,정중앙쏠라 20호,99.84,강원특별자치도 양구군 동면 팔랑리 808번지 3호,태양광,사업개시
1840,2013-09-08,정중앙쏠라 17호,99.84,강원특별자치도 양구군 동면 팔랑리 808번지 3호,태양광,사업개시
1841,2013-09-08,제일엔지니어링(주)(정중앙쏠라 16호),99.84,강원특별자치도 양구군 동면 팔랑리 798번지 11호,태양광,사업개시
1842,2013-09-08,정중앙쏠라 15호 태양광발전소,99.84,강원특별자치도 양구군 동면 팔랑리 808번지 3호,태양광,공사진행
1843,2013-09-08,정중앙쏠라 12호,99.84,강원특별자치도 양구군 동면 팔랑리 808번지 3호,태양광,사업개시
1845,2013-09-06,정중앙쏠라1호,87.36,강원특별자치도 양구군 동면 팔랑리 808번지 3호,태양광,사업개시
1847,2013-09-06,장본 태양광발전소,19.76,강원특별자치도 춘천시 신북읍 장본길 194,태양광,사업개시
1848,2013-09-06,38평화꽃마을 태양광발전소,19.5,강원특별자치도 춘천시 북산면 추곡리 639번지,태양광,사업개시
1849,2013-09-06,가래골영농조합(농산물집하장) 태양광발전소,19.5,강원특별자치도 춘천시 북산면 춘양로 1506,태양광,사업개시
1850,2013-09-06,가래골영농조합(마을회관) 태양광발전소,19.5,강원특별자치도 춘천시 북산면 북산로 33-5,태양광,사업개시
1851,2013-09-03,동해샘물 태양광발전소,97.2,강원특별자치도 동해시 석두골길 151 (망상동),태양광,사업개시
1852,2013-09-03,전병인 태양광발전소,98.8,강원특별자치도 평창군 평창읍 장암동길 10-6,태양광,사업개시
1855,2013-08-28,영동종합상사 태양광발전소,99,강원특별자치도 동해시 공단7로 51 (구호동),태양광,사업개시
1861,2013-08-23,북부 엽연초 생산협동조합,37.44,강원특별자치도 횡성군 횡성읍 마산로 3,태양광,사업개시
1862,2013-08-23,에스엔피에너지,19.76,강원특별자치도 양양군 강현면 물치천로 169,태양광,사업개시
1863,2013-08-22,이롬농업회사법인(주) (둔내 태양광발전소),300,강원특별자치도 횡성군 둔내면 강변로조항2길 7-11,태양광,사업개시
1864,2013-08-22,(재)그린희망문화재단 (우주에너지태양광발전소),702,강원특별자치도 원주시 태장공단길 42-10 (태장동),태양광,사업개시
1865,2013-08-22,케이에스솔라(주) 한라마이스터(원주) 태양광발전소,955.2,강원특별자치도 원주시 문막읍 문막공단길 75,태양광,사업개시
1867,2013-08-19,새롬 태양광발전소,20,강원특별자치도 춘천시 새롬공원길5번길 1 (석사동),태양광,사업개시
1868,2013-08-19,세종페이퍼 태양광발전소,66.78,강원특별자치도 원주시 지정면 신무로 235,태양광,사업개시
1869,2013-08-19,하장풍력발전(주),3000,강원특별자치도 삼척시 하장면 판문리 4번지 1호,풍력,사업개시
1871,2013-08-06,한국농어촌공사 (잠곡 소수력발전소),465,강원특별자치도 철원군 근남면 잠곡리 645번지,소수력,사업개시
1874,2013-08-05,금강에너지 태양광발전소,99,강원특별자치도 고성군 간성읍 동호길 31,태양광,사업개시
1875,2013-08-05,예사랑 태양광발전소,20,강원특별자치도 화천군 화천읍 노신로 67-22,태양광,사업개시
1876,2013-08-01,고경희(인구애 태양광발전소),19.2,강원특별자치도 양양군 현남면 인구중앙길 46-64,태양광,사업개시
1877,2013-08-01,종명 태양광발전소,10,강원특별자치도 춘천시 서면 신숭겸로 220,태양광,사업개시
1878,2013-08-01,삼한골 태양광발전소,20,강원특별자치도 춘천시 충열로16번길 16 (우두동),태양광,사업개시
1879,2013-07-30,정중앙쏠라 18호,99.84,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1880,2013-07-30,정중앙쏠라 14호,99.84,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1881,2013-07-30,정중앙쏠라 13호,99.84,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1882,2013-07-30,정중앙쏠라 11호,99.84,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1883,2013-07-30,정중앙쏠라 10호,99.84,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1884,2013-07-30,정중앙쏠라 9호,99.84,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1885,2013-07-30,정중앙쏠라 19호,83.2,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1886,2013-07-30,정중앙쏠라 8호,74.88,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1887,2013-07-30,정중앙쏠라 7호,41.6,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1888,2013-07-30,정중앙쏠라 6호,99.84,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1889,2013-07-30,정중앙쏠라 4호,83.2,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1890,2013-07-30,정중앙쏠라 3호,74.88,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1891,2013-07-30,정중앙쏠라 2호,62.4,강원특별자치도 양구군 동면 팔랑리 808번지,태양광,사업개시
1892,2013-07-25,김연옥 태양광발전소,19.24,강원특별자치도 삼척시 도계읍 도계로 206-2,태양광,사업개시
1895,2013-07-11,영동 태양광발전소,468,강원특별자치도 강릉시 임당동 산 69번지,태양광,사업개시
1897,2013-07-11,안대리 태양광발전소,15,강원특별자치도 양구군 양구읍 박수근로 213-45,태양광,사업개시
1898,2013-07-11,한살림햇빛발전협동조합,31.5,강원특별자치도 횡성군 공근면 경강로 1147,태양광,사업개시
1900,2013-07-11,영순 태양광발전소,15,강원특별자치도 원주시 토지길 13-12 (단구동),태양광,사업개시
1901,2013-07-02,남선 태양광발전소,49.14,강원특별자치도 원주시 호저면 굴미실길 42,태양광,사업개시
1902,2013-06-27,송학골영농조합법인,27,강원특별자치도 철원군 동송읍 오덕로 316,태양광,사업개시
1903,2013-06-27,내대엔지니어링(주) (내대2리 제2 태양광발전소),10,강원특별자치도 철원군 갈말읍 개현길 29,태양광,사업개시
1904,2013-06-27,내대엔지니어링(주) (내대2리 제1 태양광발전소),24,강원특별자치도 철원군 갈말읍 내대5길 8,태양광,사업개시
1908,2013-05-30,율이서태양광발전(주) (율이서 태양광발전소),996.13,강원특별자치도 철원군 철원읍 556번지 1호,태양광,사업개시
1909,2013-05-30,율이동태양광발전(주) (율이동 태양광발전소),996.13,강원특별자치도 철원군 철원읍 율이리 381-1,태양광,사업개시
1910,2013-05-30,햇살주식회사(남전태양광2호),160,강원특별자치도 인제군 남면 남전리 6번지,태양광,사업개시
1911,2013-05-28,함림 태양광발전소,18,강원특별자치도 삼척시 도계읍 마교안길 14,태양광,사업개시
1914,2013-04-24,장양 태양광발전소,24.99,강원특별자치도 원주시 소초면 장막1길 25,태양광,사업개시
1917,2013-04-08,대화 태양광발전소,99,강원특별자치도 평창군 대화면 항골길 231-95,태양광,사업개시
1918,2013-04-08,성우 태양광발전소,15,강원특별자치도 춘천시 우석로85번길 9-5 (석사동),태양광,사업개시
1920,2013-03-19,한국농어촌개발공사 홍천.춘천개발지사 (북창보 소수력),430,강원특별자치도 홍천군 두촌면 설악로 3594,소수력,사업개시
1921,2013-03-13,초계태양광발전소,95,강원특별자치도 고성군 거진읍 남강로 255-64,태양광,사업개시
1922,2013-03-13,소나무집 태양광발전소,12,강원특별자치도 화천군 화천읍 호음로 812-8,태양광,사업개시
1923,2013-03-08,햇살 태양광발전소,220,강원특별자치도 인제군 남면 남전리 산 205번지,태양광,사업개시
1924,2013-03-08,그린 태양광발전소,12,강원특별자치도 원주시 토지길 13-13 (단구동),태양광,사업개시
1925,2013-03-08,정호 태양광발전소,9.57,강원특별자치도 원주시 일산초교길 32-7 (일산동),태양광,사업개시
1926,2013-02-27,한국녹색철도태양광발전(주) - 통동태양광발전소,600,강원특별자치도 태백시 통동 140번지 3호,태양광,사업개시
1927,2013-02-27,"한국녹색철도태양광발전(주), 백산 태양광발전소",996.13,강원특별자치도 태백시 동태백로 891 (백산동),태양광,사업개시
1929,2013-02-08,대성 태양광,95,강원특별자치도 고성군 거진읍 팔음뒷길 117-45,태양광,사업개시
1932,2013-01-18,리치 태양광발전소,19,강원특별자치도 삼척시 청석로 3-42 (교동),태양광,사업개시
1933,2012-12-20,(주)우진 (우진영월태양광발전소),997.5,강원특별자치도 영월군 북면 문곡리 산 71번지,태양광,사업개시
1934,2012-12-20,(주)덕원 (덕원영월태양광발전소),997.5,강원특별자치도 영월군 북면 원동재로 282-12,태양광,사업개시
1935,2012-12-20,(주)백광에너지 (영월태양광발전소),997.5,강원특별자치도 영월군 북면 원동재로 282-12,태양광,사업개시
1936,2012-12-20,(주)미래,997.5,강원특별자치도 영월군 북면 원동재로 308-6,태양광,사업개시
1937,2012-12-20,(주)백광에너지 (영월신재생에너지 태양광발전소),997.5,강원특별자치도 영월군 북면 원동재로 308-6,태양광,사업개시
1938,2012-12-18,쉐르빌 2호,30,강원특별자치도 원주시 신림면 황둔리 585번지 4호,태양광,사업개시
1939,2012-12-18,풍산1리(마을) 3 태양광발전소,20.7,강원특별자치도 화천군 화천읍 평화로 1142-1,태양광,사업개시
1940,2012-12-06,더케이호텔앤리조트(주) (더케이 설악 태양광발전소),199.8,"강원특별자치도 속초시 설악산로 470-7, 1동 (도문동,설악교육문화회관)",태양광,사업개시
1941,2012-11-21,오빛뜰 영농조합법인,20,강원특별자치도 춘천시 북산면 북산로 493,태양광,사업개시
1942,2012-11-21,(주)오항태양광,20,강원특별자치도 춘천시 북산면 장재골길 12-32,태양광,사업개시
1943,2012-11-15,속초시(폐기물소각시설 폐열발전소),490,강원특별자치도 속초시 방축길 60 (대포동),기타,사업개시
1947,2012-10-31,강포리 태양광발전소,6,강원특별자치도 철원군 갈말읍 호국로 4383-1,태양광,사업개시
1950,2012-10-16,석민태양광발전소,15,강원특별자치도 원주시 단관길 112 (단구동),태양광,사업개시
1951,2012-10-16,나인스타2 태양광발전소,99,강원특별자치도 원주시 소초면 장양리 28번지 4호,태양광,사업개시
1952,2012-10-16,나인스타1 태양광발전소,99,강원특별자치도 원주시 소초면 장양리 28번지 3호,태양광,사업개시
1953,2012-10-16,형제솔라에너지(주) 형제 제3태양광발전소,99,강원특별자치도 원주시 소초면 장양리 28번지 3호,태양광,사업개시
1954,2012-10-16,형제솔라에너지(주) 형제 제2태양광발전소,90,강원특별자치도 원주시 소초면 장양리 28번지 7호,태양광,사업개시
1955,2012-10-15,형제솔라에너지(주) 형제 제1태양광발전소,99,강원특별자치도 원주시 소초면 장양리 130번지 1호,태양광,사업개시
1957,2012-10-11,정일 태양광발전소,198,강원특별자치도 원주시 소초면 수래울길 5,태양광,사업개시
1958,2012-10-05,김연종 태양광발전소,20,강원특별자치도 삼척시 도계읍 전두강변길 22,태양광,사업개시
1961,2012-09-17,춘광 태양광발전소,80,강원특별자치도 춘천시 되내길 34-17 (신동),태양광,사업개시
1966,2012-09-14,솔라에쿼티고창024 유한회사,2001.6,강원특별자치도 강릉시 주문진읍 신리천로 322-52,태양광,사업개시
1967,2012-09-10,장석정 태양광발전소,15,강원특별자치도 횡성군 횡성읍 섬강로 709,태양광,사업개시
1968,2012-09-10,이상훈 태양광발전소,15,강원특별자치도 영월군 영월읍 단종로34번길 31,태양광,사업개시
1969,2012-09-07,언장이 태양광발전소,99,강원특별자치도 삼척시 뒷나루길 221 (교동),태양광,사업개시
1972,2012-08-21,이도발전 태양광발전소,15,강원특별자치도 동해시 이원길 147 (이도동),태양광,사업개시
1973,2012-08-21,흥업리 태양광발전소,10,강원특별자치도 원주시 흥업면 벌밤골길 29-1,태양광,사업개시
1974,2012-08-20,이마트(속초 태양광발전소),72.8,강원특별자치도 속초시 설악금강대교로 12 (청호동),태양광,사업개시
1977,2012-08-07,양지 태양광발전소,12,강원특별자치도 철원군 동송읍 양지3길 3-26,태양광,사업개시
1978,2012-08-06,(주)희광에너지 (봉오초 소수력),60,강원특별자치도 화천군 상서면 봉오리 147번지,소수력,사업개시
1979,2012-07-25,알파 태양광발전소,12,강원특별자치도 철원군 서면 와수로367번길 24-1,태양광,사업개시
1980,2012-07-24,예사랑 태양광발전소,30,강원특별자치도 속초시 바람꽃마을길 51-6 (노학동),태양광,사업개시
1981,2012-07-10,강원개발공사 (대관령 제2풍력),2000,강원특별자치도 평창군 대관령면 횡계리 14번지 92호,풍력,사업개시
1982,2012-07-06,순창태양광발전소,16.84,강원특별자치도 춘천시 삭주로80번길 42 (효자동),태양광,사업개시
1983,2012-07-04,은혜,73.5,강원특별자치도 평창군 평창읍 둥지버들길 98,태양광,사업개시
1984,2012-07-04,하종일(에스제이 일렉트릭발전소),99.75,강원특별자치도 원주시 소초면 장수2로 147,태양광,사업개시
1985,2012-07-04,주식회사 선샤인((주)선샤인),797.5,강원특별자치도 철원군 동송읍 상노리 633번지 28호,태양광,사업개시
1986,2012-06-25,태원 태양광발전소,20,강원특별자치도 춘천시 돌담길10번길 12 (효자동),태양광,사업개시
1988,2012-06-11,향목 태양광발전소 2호,80,강원특별자치도 고성군 죽왕면 향목서길 17-33,태양광,사업개시
1989,2012-06-11,신읍태양광발전소,12,강원특별자치도 화천군 화천읍 노신로 264,태양광,사업개시
1990,2012-05-25,홍천태양광발전소,18,강원특별자치도 홍천군 홍천읍 오안로2번길 58,태양광,사업개시
1991,2012-05-21,강릉시청(솔향강릉태양광발전소 1호),842.4,강원특별자치도 강릉시 강변로 718 (병산동),태양광,사업개시
1994,2012-04-13,동막발전소,30,강원특별자치도 원주시 호저면 광격리 458번지,태양광,사업개시
1997,2012-04-05,쉐르빌,20,강원특별자치도 원주시 신림면 소야2길 28-1,태양광,사업개시
1998,2012-04-05,SUA 태양광발전소,60,강원특별자치도 원주시 오리현길 36 (반곡동),태양광,사업개시
1999,2012-04-05,향목태양광발전소,95,강원특별자치도 고성군 죽왕면 향목서길 17-37,태양광,사업개시
2000,2012-04-03,창갑 태양광발전소,98.4,강원특별자치도 고성군 간성읍 중두골길 144,태양광,사업개시
2002,2012-04-02,(합)하눌보관,99.2,강원특별자치도 원주시 호저면 신무로 27,태양광,사업개시
2003,2012-04-02,믿음 태양광발전소,60.84,강원특별자치도 원주시 오리현길 265 (행구동),태양광,사업개시
2004,2012-04-02,미광 태양광발전소,19.5,강원특별자치도 원주시 소초면 송황유사길 33,태양광,사업개시
2008,2012-03-13,보명 태양광발전소,49.8,강원특별자치도 강릉시 율곡로2631번길 9 (노암동),태양광,사업개시
2011,2012-03-12,주식회사 주성(태양광발전소 1호),85.5,강원특별자치도 강릉시 사천면 뒷말길 183,태양광,사업개시
2012,2012-03-09,석원태양광발전소 3호,49,강원특별자치도 고성군 간성읍 동호길 88,태양광,사업개시
2013,2012-03-09,신동환 태양광발전소,12,강원특별자치도 원주시 무실로 256 (단계동),태양광,사업개시
2016,2012-03-06,(주)범안물류,500,강원특별자치도 원주시 신림면 소야2길,태양광,사업개시
2018,2012-02-23,주식회사 이에프에너지,500,강원특별자치도 고성군 죽왕면 향목리 산 72번지,태양광,사업개시
2022,2012-02-23,상동태양광발전소,27,강원특별자치도 인제군 인제읍 인제로 169,태양광,공사진행
2025,2012-02-09,적노태양광발전소,19.75,강원특별자치도 삼척시 적노길 21-8 (적노동),태양광,사업개시
2027,2012-02-09,창대 태양광발전소,96,강원특별자치도 삼척시 근덕면 삼척로 3334-54,태양광,사업개시
2030,2012-02-23,석원태양광발전소2호,96.6,강원특별자치도 고성군 간성읍 간성북로17번길 7,태양광,사업개시
