순번,허가일자,상호,설비용량_kW,설치장소,원동력종류,상태
290,2017-12-04,(주)승우에너지 (SW1 태양광발전소),2299.84,"강원특별자치도 홍천군 내면 자운리 1043번지 ,1048-3,1048,1052,산13",태양광,사업개시
304,2017-09-29,(주)건천 ((주)건천 태양광발전소),993.6,"강원특별자치도 정선군 화암면 건천리 231번지 ,229-3",태양광,사업개시
317,2017-08-21,(주)클린레드 (용호리2호 태양광발전소),995.77,강원특별자치도 화천군 간동면 용호리 산 108번지,태양광,사업개시
318,2017-08-21,주식회사 용호리태양광발전소,998.64,강원특별자치도 화천군 간동면 용호리 산 106번지,태양광,사업개시
321,2017-08-19,삼척도계알파3호 태양광발전소,904.65,"강원특별자치도 삼척시 도계읍 전두리 168번지 ,산31-2",태양광,사업개시
322,2017-08-19,삼척도계알파2호 태양광발전소,977.92,"강원특별자치도 삼척시 도계읍 전두리 169-1 ,169-2",태양광,사업개시
328,2017-06-30,(주)에이스태양광 (철원근남3호 태양광발전소),996.97,"강원특별자치도 철원군 근남면 사곡리 산 18-6 ,18-7,18-8,18-9,18-11,18-14",태양광,사업개시
329,2017-06-30,철원근남2호 태양광발전소,996.97,"강원특별자치도 철원군 근남면 사곡리 산 18번지 3호 (18-4, 18-5, 18-6, 18-7, 18-8)",태양광,사업개시
330,2017-06-30,㈜에이스비앤비 철원근남1호 태양광발전소,996.97,"강원특별자치도 철원군 근남면 사곡리 산 18번지 5호 (18-6,18-7,18-8)",태양광,사업개시
341,2017-06-26,(주)삼척생태도시태양광발전소 (어리8호 태양광발전소),480,강원특별자치도 삼척시 하장면 어리 3-30,태양광,사업개시
342,2017-06-26,(주)어리태양광발전소 (어리7호 태양광발전소),997.92,강원특별자치도 삼척시 하장면 어리 3번지 2호,태양광,사업개시
343,2017-06-26,(주)어리태양광발전소 (어리6호 태양광발전소),997.92,강원특별자치도 삼척시 하장면 어리 3번지 16호,태양광,사업개시
344,2017-06-26,(주)태화글로벌 (어리5호 태양광발전소),997.92,강원특별자치도 삼척시 하장면 어리 3-16,태양광,사업개시
350,2017-06-16,새빛(주) (새빛 태양광발전소),498.96,강원특별자치도 철원군 동송읍 오지리 166-2,태양광,사업개시
352,2017-06-16,(유)햇빛사랑 (혓빛마현 태양광발전소),720,"강원특별자치도 철원군 근남면 마현리 401번지 ,406,408",태양광,사업개시
354,2017-06-16,케이솔라일호 주식회사(삽존리 현대에코 태양광발전소),733.6,강원특별자치도 양양군 손양면 삽존리 97번지 2호,태양광,사업개시
356,2017-06-16,한종지동리(주) (지동리 북 태양광발전소),999,"강원특별자치도 평창군 평창읍 지동리 336번지 ,340",태양광,사업개시
357,2017-06-16,농업회사법인 치악산복합영농(주) (공산솔라1호 태양광발전소),999,"강원특별자치도 원주시 소초면 교항리 4번지 ,824-5,산230-8",태양광,사업개시
365,2017-06-07,(주)비즌비츠로13,2489.76,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 30호,태양광,사업개시
366,2017-06-07,(주)아빈,2004,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 30호,태양광,사업개시
367,2017-06-07,(주)엠제이에너지,2494.8,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 30호,태양광,사업개시
368,2017-06-07,(주)비즌비츠로10,2065,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 30호,태양광,사업개시
369,2017-06-07,(주)비즌비츠로9,2494.8,"강원특별자치도 철원군 갈말읍 문혜리 산 140번지 30호 ,356",태양광,사업개시
370,2017-06-07,(주)비즌비츠로8,2494.8,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 30호,태양광,사업개시
371,2017-06-07,(주)비즌비츠로7,2494.8,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 30호,태양광,사업개시
372,2017-06-07,(주)비즌비츠로6,2494.8,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 5호,태양광,사업개시
373,2017-06-07,(주)비즌비츠로5(비즌비츠로5 태양광발전소),2494.8,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 5호,태양광,사업개시
374,2017-06-07,(주)비즌비츠로4,2494.8,"강원특별자치도 철원군 갈말읍 문혜리 357번지 357,358,359,360,361,362,363,364,산140-14,산140-17,산140-21,산140-115,산140-116",태양광,사업개시
375,2017-06-07,(주)비즌비츠로3,2494.8,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 5호,태양광,사업개시
376,2017-06-07,(주)비즌비츠로2,2494.8,강원특별자치도 철원군 갈말읍 문혜리 산 140번지 5호,태양광,사업개시
377,2017-06-07,(주)비즌비츠로1,2494.8,"강원특별자치도 철원군 갈말읍 문혜리 357번지 산140-14,산140-20,산140-114",태양광,사업개시
378,2017-05-29,(주)리치 1호태양광발전소,1505.52,"강원특별자치도 정선군 신동읍 예미리 367번지 ,369,353-1,357-2,357-4",태양광,사업개시
379,2017-05-29,명성파워그린(주) (원주그린솔라 태양광발전소),2496.42,"강원특별자치도 원주시 부론면 정산리 산 248번지 ,1279, 1279-1, 1281",태양광,사업개시
386,2017-05-24,한국농어촌공사 영북지사 (도원 수상태양광발전소),2200,"강원특별자치도 고성군 토성면 도원리 206번지 , 496",태양광,사업개시
387,2017-05-17,(주)원남솔라 5호태양광발전소,1998.72,"강원특별자치도 원주시 소초면 평장리 산 22-1 82,83,84",태양광,사업개시
388,2017-05-17,㈜탐라태양광 임계8태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 산 568번지,태양광,인허가
389,2017-05-17,㈜제일에너지 임계5태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 산 568번지,태양광,인허가
390,2017-05-17,㈜신생에너지 임계7태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 568번지,태양광,인허가
391,2017-05-17,㈜강남태양광 임계4태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 산 568번지,태양광,인허가
392,2017-05-17,㈜동해발전 임계9태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 산 568번지,태양광,인허가
393,2017-05-17,㈜그린쏠라 임계10태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 산 568번지,태양광,인허가
394,2017-05-17,㈜미래에너지 임계11태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 산 568번지,태양광,인허가
395,2017-05-17,㈜금강쏠라 임계6태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 산 568번지,태양광,인허가
396,2017-05-17,㈜임계파워텍 임계3태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 568번지,태양광,인허가
397,2017-05-17,㈜신라태양광 임계12태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 산 568번지,태양광,인허가
398,2017-05-17,㈜정선태양광 임계2태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 산 568번지,태양광,인허가
399,2017-05-17,㈜강원쏠라 임계1태양광발전소,998.82,강원특별자치도 정선군 임계면 임계리 산 568번지,태양광,인허가
407,2017-05-15,영란 태양광발전소,499.32,"강원특별자치도 춘천시 사북면 인람리 151-1 ,152,152-1,158,158-2,159",태양광,사업개시
410,2017-04-27,피브이플랜트사호(주) 태양광발전소,1002.24,강원특별자치도 철원군 갈말읍 강포리 389-2,태양광,사업개시
411,2017-04-27,피브이플랜트삼호(주) 태양광발전소,1998.72,"강원특별자치도 철원군 갈말읍 강포리 390-1 393-1, 0호",태양광,사업개시
412,2017-04-27,피브이플랜트이호(주) 태양광발전소,1998.72,"강원특별자치도 철원군 갈말읍 강포리 390번지 ,393, 0동",태양광,사업개시
413,2017-04-27,메가파이브(주) 철원3태양광발전소,1500,"강원특별자치도 철원군 갈말읍 내대리 산 30번지 ,산33-1,산33-3",태양광,사업개시
415,2017-04-20,(주)삼척그린파워 제1태양광발전소,987.84,강원특별자치도 삼척시 원덕읍 임원리 산 272번지 1호,태양광,인허가
417,2017-04-13,(주)청명 5호태양광발전소,2499.84,강원특별자치도 원주시 소초면 평장리 산 22-6,태양광,사업개시
425,2017-04-06,(주)태학에너지2호 태양광발전소,997.92,강원특별자치도 홍천군 홍천읍 태학리 산 1번지 10호,태양광,사업개시
426,2017-04-06,제주발전에너지(주) (문막포진리 태양광발전소),1500,강원특별자치도 원주시 문막읍 포진리 산 15번지,태양광,사업개시
427,2017-03-29,에스플래닛사호(주) 태양광발전소,990.72,강원특별자치도 철원군 갈말읍 동막리 175번지,태양광,사업개시
429,2017-03-29,보령 태양광발전소,997.5,"강원특별자치도 평창군 방림면 계촌리 산 422번지 ,산422-1, 산423",태양광,사업개시
434,2017-03-20,(주)포곡그린에너지 (KCTC태양광발전소),1568.6,강원특별자치도 인제군 남면 어론리 271번지,태양광,사업개시
435,2017-03-20,(주)율이리태양광발전소,2004.48,"강원특별자치도 철원군 철원읍 율이리 487번지 488,489,490,491,515",태양광,사업개시
437,2017-03-20,동해하수종말처리장 태양광발전소,2300,강원특별자치도 동해시 공단1로 316 (구호동),태양광,사업개시
439,2017-03-09,(주)베이스쏠라 (베이스코리아아이씨(주) 1호),989.1,강원특별자치도 평창군 미탄면 맷대길 269,태양광,사업개시
440,2017-03-09,(주)평창솔라 1호태양광발전소,989.1,강원특별자치도 평창군 미탄면 맷대길 269,태양광,사업개시
442,2017-03-09,(주)엔에스에너지7,2499.84,강원특별자치도 정선군 북평면 장열리 산 36번지,태양광,사업개시
445,2017-03-07,(주)한일에너지 태양광발전소,2050,강원특별자치도 양양군 손양면 상왕도리 산 22번지 산23-3,태양광,인허가
448,2017-02-28,(주)주봉솔라 3호태양광발전소,950,"강원특별자치도 횡성군 공근면 수백리 산 21번지 498,498-1,498-2,498-3",태양광,사업개시
463,2017-02-17,케이디디에너지(주) 태양광발전소,997.92,"강원특별자치도 영월군 주천면 금마리 382번지 (393,395,393-1,393-2,393-3,393-4,393-6,393-7,393-8)",태양광,사업개시
464,2017-02-17,농업회사법인 (주)금마 태양광발전소,997.92,"강원특별자치도 영월군 주천면 금마리 382번지 (393,395,393-1,393-2,393-3,393-4,393-6,393-7,393-8)",태양광,사업개시
468,2017-02-17,(주)에스엠솔라 (평촌태양광발전소),1398.96,"강원특별자치도 홍천군 내촌면 도관리 산 265번지 ,산266",태양광,사업개시
469,2017-02-14,(주)최강일 태양광발전소,1995.93,"강원특별자치도 영월군 상동읍 구래리 194번지 1호 ,194-2",태양광,사업개시
470,2017-02-14,(주)김송하 태양광발전소,2008.8,"강원특별자치도 영월군 상동읍 구래리 194-4 ,194-5,194-9,194-11",태양광,사업개시
472,2017-02-14,원주무장쏠라팜(주) 3호 태양광발전소,996.48,강원특별자치도 원주시 호저면 무장리 산 2번지,태양광,사업개시
473,2017-02-14,원주무장쏠라팜(주) 1호 태양광발전소,996.48,강원특별자치도 원주시 호저면 무장리 산 61번지,태양광,사업개시
484,2017-02-01,(주)은성솔라 인제3호 (은성솔라 인제3호기),998,"강원특별자치도 인제군 기린면 북리 929번지 929-1,산118,산118-1,산118-2",태양광,사업개시
485,2017-02-01,거화 태양광발전소,700.8,강원특별자치도 평창군 봉평면 면온리 산 29번지 1호,태양광,사업개시
486,2017-02-01,(주)은성솔라 인제2호 (은성솔라 인제2호기),998,"강원특별자치도 인제군 기린면 북리 929번지 ,929-1,산118,산118-1,산118-2",태양광,사업개시
487,2017-02-01,(주)은성솔라 인제1호 (은성솔라 인제1호기),998,"강원특별자치도 인제군 기린면 북리 929번지 929-1,산118,산118-1,산118-2",태양광,사업개시
491,2017-01-23,(주)아폴로당진 (해런솔라(주) 강릉2호 태양광발전소),990,강원특별자치도 강릉시 강동면 임곡리 315-3,태양광,사업개시
492,2017-01-23,(주)아폴로당진 (해런솔라(주) 강릉1호 태양광발전소),1372.5,"강원특별자치도 강릉시 강동면 언별리 산 392번지 805,806,807",태양광,사업개시
493,2017-01-23,(주)한교 태양광발전소,2996.91,"강원특별자치도 정선군 정선읍 봉양리 산 24번지 (산25, 541, 545, 547-2, 547-3)",태양광,사업개시
497,2017-01-13,(주)하일네트워크 (팔랑시리 태양광발전소),650,"강원특별자치도 양구군 동면 팔랑리 1075번지 1호 ,1366-1, 1366-2, 1367",태양광,사업개시
506,2017-01-06,미래에스이(주) 태양광발전소,994.95,강원특별자치도 홍천군 홍천읍 태학리 산 1번지 10호,태양광,사업개시
513,2017-01-04,한아름 태양광발전소,994.95,"강원특별자치도 양구군 해안면 오유리 414번지 ,415, 416",태양광,사업개시
514,2017-01-04,일두소망 태양광발전소,838,"강원특별자치도 양구군 방산면 고방산리 95번지 , 96-1",태양광,사업개시
535,2016-12-20,(주)우일랜드(빛가람 태양광발전소),989.52,강원특별자치도 홍천군 북방면 북방리 53번지 11호,태양광,사업개시
538,2016-12-20,(주)우일랜드 (영화2 태양광발전소),989.52,강원특별자치도 홍천군 북방면 북방리 산 53번지 11호,태양광,사업개시
540,2016-12-20,해드림에너지(주),989.52,강원특별자치도 홍천군 북방면 북방리 산 53번지 12호,태양광,사업개시
541,2016-12-20,준서 태양광발전소,989.52,강원특별자치도 홍천군 북방면 북방리 산 53번지 12호,태양광,사업개시
